"Period","Year","Month","Product","Origin","Destination / PADD","Mode of Transportation","Volume (m3)","Volume (bbl)","Value (CN$)","Value (US$)","Price (CN cents/L)","Price (US cents/gallon)"
"02/01/2004","2004","February","Propane","Alberta","PADD I","Total","22535.000000","141740.643000","4888021.100000","3678079.926960","21.690796","61.783906"
"02/01/2004","2004","February","Propane","Alberta","PADD I","Railway","22535.000000","141740.643000","4888021.100000","3678079.926960","21.690796","61.783906"
"02/01/2004","2004","February","Propane","Alberta","PADD II","Total","24035.000000","151175.343000","5167664.500000","3888502.663590","21.500580","61.242094"
"02/01/2004","2004","February","Propane","Alberta","PADD II","Railway","23679.000000","148936.174200","5102872.500000","3839748.750760","21.550202","61.383437"
"02/01/2004","2004","February","Propane","Alberta","PADD II","Truck","356.000000","2239.168800","64792.000000","48753.912830","18.200000","51.840746"
"02/01/2004","2004","February","Propane","Alberta","PADD III","Railway","113.000000","710.747400","19097.000000","14369.883210","16.900000","48.137834"
"02/01/2004","2004","February","Propane","Alberta","PADD III","Total","113.000000","710.747400","19097.000000","14369.883210","16.900000","48.137834"
"02/01/2004","2004","February","Propane","Alberta","PADD IV","Total","31559.000000","198499.798200","6951626.700000","5230877.302400","22.027398","62.742679"
"02/01/2004","2004","February","Propane","Alberta","PADD IV","Railway","16296.000000","102498.580800","3597397.100000","2706926.543960","22.075338","62.879230"
"02/01/2004","2004","February","Propane","Alberta","PADD IV","Truck","15263.000000","96001.217400","3354229.600000","2523950.758440","21.976214","62.596889"
"02/01/2004","2004","February","Propane","Alberta","PADD V","Railway","75768.000000","476565.566400","16212076.900000","12199070.626410","21.396997","60.947048"
"02/01/2004","2004","February","Propane","Alberta","PADD V","Truck","1674.000000","10529.125200","335079.400000","252136.557890","20.016690","57.015396"
"02/01/2004","2004","February","Propane","Alberta","PADD V","Total","77442.000000","487094.691600","16547156.300000","12451207.184300","21.367160","60.862062"
"02/01/2004","2004","February","Propane","Alberta","Total","Railway","138391.000000","870451.711800","29819464.600000","22438195.731300","21.547257","61.375049"
"02/01/2004","2004","February","Propane","Alberta","Total","Truck","17293.000000","108769.511400","3754101.000000","2824841.229160","21.708789","61.835156"
"02/01/2004","2004","February","Propane","Alberta","Total","Total","155684.000000","979221.223200","33573565.600000","25263036.960460","21.565199","61.426155"
"02/01/2004","2004","February","Propane","British Columbia","PADD IV","Railway","465.000000","2924.757000","93753.600000","70546.592810","20.162064","57.429477"
"02/01/2004","2004","February","Propane","British Columbia","PADD IV","Total","2477.000000","15579.834600","487968.700000","367180.878260","19.699987","56.113301"
"02/01/2004","2004","February","Propane","British Columbia","PADD IV","Truck","2012.000000","12655.077600","394215.100000","296634.285450","19.593195","55.809114"
"02/01/2004","2004","February","Propane","British Columbia","PADD V","Truck","910.000000","5723.718000","197829.700000","148860.537550","21.739527","61.922709"
"02/01/2004","2004","February","Propane","British Columbia","PADD V","Total","36311.000000","228388.927800","7425281.700000","5587287.578160","20.449124","58.247135"
"02/01/2004","2004","February","Propane","British Columbia","PADD V","Railway","35401.000000","222665.209800","7227452.000000","5438427.040610","20.415954","58.152655"
"02/01/2004","2004","February","Propane","British Columbia","Total","Truck","2922.000000","18378.795600","592044.800000","445494.823000","20.261629","57.713075"
"02/01/2004","2004","February","Propane","British Columbia","Total","Total","38788.000000","243968.762400","7913250.400000","5954468.456420","20.401284","58.110872"
"02/01/2004","2004","February","Propane","British Columbia","Total","Railway","35866.000000","225589.966800","7321205.600000","5508973.633420","20.412662","58.143278"
"02/01/2004","2004","February","Propane","Manitoba","PADD II","Pipeline","39118.000000","246044.396400","10130794.800000","7623099.867550","25.898038","73.767782"
"02/01/2004","2004","February","Propane","Manitoba","PADD II","Railway","36721.000000","230967.745800","7620773.100000","5734388.619580","20.753174","59.113189"
"02/01/2004","2004","February","Propane","Manitoba","PADD II","Total","91719.000000","576894.166200","21333975.000000","16053135.534410","23.260147","66.254035"
"02/01/2004","2004","February","Propane","Manitoba","PADD II","Truck","15880.000000","99882.024000","3582407.100000","2695647.047280","22.559238","64.257570"
"02/01/2004","2004","February","Propane","Manitoba","Total","Pipeline","39118.000000","246044.396400","10130794.800000","7623099.867550","25.898038","73.767782"
"02/01/2004","2004","February","Propane","Manitoba","Total","Railway","36721.000000","230967.745800","7620773.100000","5734388.619580","20.753174","59.113189"
"02/01/2004","2004","February","Propane","Manitoba","Total","Truck","15880.000000","99882.024000","3582407.100000","2695647.047280","22.559238","64.257570"
"02/01/2004","2004","February","Propane","Manitoba","Total","Total","91719.000000","576894.166200","21333975.000000","16053135.534410","23.260147","66.254035"
"02/01/2004","2004","February","Propane","New Brunswick","PADD I","Railway","6747.000000","42437.280600","1991039.700000","1498193.850830","29.510000","84.056068"
"02/01/2004","2004","February","Propane","New Brunswick","PADD I","Truck","2278.000000","14328.164400","631461.600000","475154.707440","27.720000","78.957444"
"02/01/2004","2004","February","Propane","New Brunswick","PADD I","Total","9025.000000","56765.445000","2622501.300000","1973348.558270","29.058186","82.769122"
"02/01/2004","2004","February","Propane","New Brunswick","Total","Total","9025.000000","56765.445000","2622501.300000","1973348.558270","29.058186","82.769122"
"02/01/2004","2004","February","Propane","New Brunswick","Total","Railway","6747.000000","42437.280600","1991039.700000","1498193.850830","29.510000","84.056068"
"02/01/2004","2004","February","Propane","New Brunswick","Total","Truck","2278.000000","14328.164400","631461.600000","475154.707440","27.720000","78.957444"
"02/01/2004","2004","February","Propane","Nova Scotia","PADD I","Total","236.000000","1484.392800","69407.600000","52227.004570","29.410000","83.771228"
"02/01/2004","2004","February","Propane","Nova Scotia","PADD I","Railway","236.000000","1484.392800","69407.600000","52227.004570","29.410000","83.771228"
"02/01/2004","2004","February","Propane","Nova Scotia","Total","Total","236.000000","1484.392800","69407.600000","52227.004570","29.410000","83.771228"
"02/01/2004","2004","February","Propane","Nova Scotia","Total","Railway","236.000000","1484.392800","69407.600000","52227.004570","29.410000","83.771228"
"02/01/2004","2004","February","Propane","Ontario","PADD I","Total","343865.000000","2162842.077000","85565768.300000","64385510.699690","24.883535","70.878079"
"02/01/2004","2004","February","Propane","Ontario","PADD I","Railway","264622.000000","1664419.455600","65600014.000000","49361917.589360","24.790083","70.611890"
"02/01/2004","2004","February","Propane","Ontario","PADD I","Truck","79243.000000","498422.621400","19965754.300000","15023593.110330","25.195606","71.766978"
"02/01/2004","2004","February","Propane","Ontario","PADD II","Pipeline","229223.000000","1441766.825400","60219659.700000","45313372.637220","26.271211","74.830726"
"02/01/2004","2004","February","Propane","Ontario","PADD II","Total","271015.000000","1704630.147000","69964194.700000","52645824.328690","25.815617","73.533015"
"02/01/2004","2004","February","Propane","Ontario","PADD II","Railway","4909.000000","30876.628200","1208335.400000","909233.836950","24.614695","70.112320"
"02/01/2004","2004","February","Propane","Ontario","PADD II","Truck","36883.000000","231986.693400","8536199.600000","6423217.854520","23.143994","65.923184"
"02/01/2004","2004","February","Propane","Ontario","PADD III","Railway","1163.000000","7315.037400","284004.600000","213704.400430","24.420000","69.557747"
"02/01/2004","2004","February","Propane","Ontario","PADD III","Total","1163.000000","7315.037400","284004.600000","213704.400430","24.420000","69.557747"
"02/01/2004","2004","February","Propane","Ontario","Total","Total","616043.000000","3874787.261400","155813967.600000","117245039.428810","25.292709","72.043570"
"02/01/2004","2004","February","Propane","Ontario","Total","Pipeline","229223.000000","1441766.825400","60219659.700000","45313372.637220","26.271211","74.830726"
"02/01/2004","2004","February","Propane","Ontario","Total","Railway","270694.000000","1702611.121200","67092354.000000","50484855.826740","24.785312","70.598301"
"02/01/2004","2004","February","Propane","Ontario","Total","Truck","116126.000000","730409.314800","28501953.900000","21446810.964850","24.543990","69.910921"
"02/01/2004","2004","February","Propane","Québec","PADD I","Railway","52107.000000","327742.608600","12232324.800000","9204434.143950","23.475396","66.867145"
"02/01/2004","2004","February","Propane","Québec","PADD I","Truck","11102.000000","69829.359600","3098239.500000","2331326.375450","27.907039","79.490205"
"02/01/2004","2004","February","Propane","Québec","PADD I","Total","63209.000000","397571.968200","15330564.300000","11535760.519400","24.253768","69.084254"
"02/01/2004","2004","February","Propane","Québec","PADD IV","Total","559.000000","3515.998200","144557.400000","108774.831440","25.860000","73.659432"
"02/01/2004","2004","February","Propane","Québec","PADD IV","Truck","559.000000","3515.998200","144557.400000","108774.831440","25.860000","73.659432"
"02/01/2004","2004","February","Propane","Québec","Total","Total","63768.000000","401087.966400","15475121.700000","11644535.350840","24.267848","69.124360"
"02/01/2004","2004","February","Propane","Québec","Total","Railway","52107.000000","327742.608600","12232324.800000","9204434.143950","23.475396","66.867145"
"02/01/2004","2004","February","Propane","Québec","Total","Truck","11661.000000","73345.357800","3242796.900000","2440101.206890","27.808909","79.210691"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD I","Total","2512.000000","15799.977600","601515.400000","452621.147310","23.945676","68.206689"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD I","Railway","2512.000000","15799.977600","601515.400000","452621.147310","23.945676","68.206689"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD II","Pipeline","227529.000000","1431111.904200","48454442.200000","36460421.833400","21.295941","60.659203"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD II","Railway","15984.000000","100536.163200","3426655.000000","2578448.561180","21.438031","61.063930"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD II","Truck","16178.000000","101756.384400","3469256.000000","2610504.454570","21.444282","61.081737"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD II","Total","259691.000000","1633404.451800","55350353.200000","41649374.849150","21.313928","60.710434"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD IV","Total","3543.000000","22284.761400","748554.900000","563263.679840","21.127713","60.180024"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD IV","Railway","589.000000","3704.692200","109280.900000","82230.390670","18.553633","52.848034"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD IV","Truck","2954.000000","18580.069200","639274.000000","481033.289170","21.640961","61.641957"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD V","Railway","1267.000000","7969.176600","250739.300000","188673.323500","19.790000","56.369690"
"02/01/2004","2004","February","Propane","Saskatchewan","PADD V","Total","1267.000000","7969.176600","250739.300000","188673.323500","19.790000","56.369690"
"02/01/2004","2004","February","Propane","Saskatchewan","Total","Truck","19132.000000","120336.453600","4108530.000000","3091537.743740","21.474649","61.168233"
"02/01/2004","2004","February","Propane","Saskatchewan","Total","Pipeline","227529.000000","1431111.904200","48454442.200000","36460421.833400","21.295941","60.659203"
"02/01/2004","2004","February","Propane","Saskatchewan","Total","Railway","20352.000000","128010.009600","4388190.600000","3301973.422660","21.561471","61.415537"
"02/01/2004","2004","February","Propane","Saskatchewan","Total","Total","267013.000000","1679458.367400","56951162.800000","42853932.999800","21.328985","60.753323"
"02/01/2004","2004","February","Propane","Total","PADD I","Railway","348759.000000","2193624.358200","85382322.600000","64247473.662980","24.481754","69.733651"
"02/01/2004","2004","February","Propane","Total","PADD I","Total","441382.000000","2776204.503600","109077778.000000","82077547.856200","24.712783","70.391712"
"02/01/2004","2004","February","Propane","Total","PADD I","Truck","92623.000000","582580.145400","23695455.400000","17830074.193220","25.582690","72.869548"
"02/01/2004","2004","February","Propane","Total","PADD II","Pipeline","495870.000000","3118923.126000","118804896.700000","89396894.338170","23.958879","68.244297"
"02/01/2004","2004","February","Propane","Total","PADD II","Railway","81293.000000","511316.711400","17358636.000000","13061819.768470","21.353174","60.822225"
"02/01/2004","2004","February","Propane","Total","PADD II","Truck","69297.000000","435864.270600","15652654.700000","11778123.269200","22.587781","64.338869"
"02/01/2004","2004","February","Propane","Total","PADD II","Total","646460.000000","4066104.108000","151816187.400000","114236837.375840","23.484235","66.892322"
"02/01/2004","2004","February","Propane","Total","PADD III","Railway","1276.000000","8025.784800","303101.600000","228074.283640","23.754043","67.660845"
"02/01/2004","2004","February","Propane","Total","PADD III","Total","1276.000000","8025.784800","303101.600000","228074.283640","23.754043","67.660845"
"02/01/2004","2004","February","Propane","Total","PADD IV","Railway","17350.000000","109128.030000","3800431.600000","2859703.527440","21.904504","62.392632"
"02/01/2004","2004","February","Propane","Total","PADD IV","Truck","20788.000000","130752.362400","4532276.100000","3410393.164500","21.802367","62.101701"
"02/01/2004","2004","February","Propane","Total","PADD IV","Total","38138.000000","239880.392400","8332707.700000","6270096.691940","21.848832","62.234054"
"02/01/2004","2004","February","Propane","Total","PADD V","Total","115020.000000","723452.796000","24223177.300000","18227168.085960","21.059969","59.987063"
"02/01/2004","2004","February","Propane","Total","PADD V","Truck","2584.000000","16252.843200","532909.100000","400997.095440","20.623417","58.743590"
"02/01/2004","2004","February","Propane","Total","PADD V","Railway","112436.000000","707199.952800","23690268.200000","17826170.990520","21.070002","60.015639"
"02/01/2004","2004","February","Propane","Total","Total","Pipeline","495870.000000","3118923.126000","118804896.700000","89396894.338170","23.958879","68.244297"
"02/01/2004","2004","February","Propane","Total","Total","Truck","185292.000000","1165449.621600","44413295.300000","33419587.722360","23.969353","68.274133"
"02/01/2004","2004","February","Propane","Total","Total","Total","1242276.000000","7813667.584800","293752952.000000","221039724.293580","23.646351","67.354095"
"02/01/2004","2004","February","Propane","Total","Total","Railway","561114.000000","3529294.837200","130534760.000000","98223242.233050","23.263500","66.263586"
"03/01/2004","2004","March","Butane","Alberta","PADD II","Total","10355.000000","65130.879000","2566957.800000","1932431.362620","24.789549","70.642450"
"03/01/2004","2004","March","Butane","Alberta","PADD II","Railway","10355.000000","65130.879000","2566957.800000","1932431.362620","24.789549","70.642450"
"03/01/2004","2004","March","Butane","Alberta","PADD IV","Pipeline","5298.000000","33323.360400","1541718.000000","1160620.644220","29.100000","82.925883"
"03/01/2004","2004","March","Butane","Alberta","PADD IV","Railway","719.000000","4522.366200","212320.700000","159837.134680","29.530000","84.151248"
"03/01/2004","2004","March","Butane","Alberta","PADD IV","Truck","347.000000","2182.560600","82239.000000","61910.337140","23.700000","67.537574"
"03/01/2004","2004","March","Butane","Alberta","PADD IV","Total","6364.000000","40028.287200","1836277.700000","1382368.116040","28.854143","82.225270"
"03/01/2004","2004","March","Butane","Alberta","PADD V","Total","2287.000000","14384.772600","477983.000000","359830.356380","20.900000","59.558450"
"03/01/2004","2004","March","Butane","Alberta","PADD V","Railway","2287.000000","14384.772600","477983.000000","359830.356380","20.900000","59.558450"
"03/01/2004","2004","March","Butane","Alberta","Total","Pipeline","5298.000000","33323.360400","1541718.000000","1160620.644220","29.100000","82.925883"
"03/01/2004","2004","March","Butane","Alberta","Total","Railway","13361.000000","84038.017800","3257261.500000","2452098.853680","24.378875","69.472155"
"03/01/2004","2004","March","Butane","Alberta","Total","Truck","347.000000","2182.560600","82239.000000","61910.337140","23.700000","67.537574"
"03/01/2004","2004","March","Butane","Alberta","Total","Total","19006.000000","119543.938800","4881218.500000","3674629.835040","25.682513","73.187117"
"03/01/2004","2004","March","Butane","British Columbia","PADD IV","Railway","360.000000","2264.328000","92880.000000","69920.987770","25.800000","73.521916"
"03/01/2004","2004","March","Butane","British Columbia","PADD IV","Total","360.000000","2264.328000","92880.000000","69920.987770","25.800000","73.521916"
"03/01/2004","2004","March","Butane","British Columbia","PADD V","Railway","20943.000000","131727.281400","4746390.400000","3573129.900370","22.663373","64.583516"
"03/01/2004","2004","March","Butane","British Columbia","PADD V","Total","20943.000000","131727.281400","4746390.400000","3573129.900370","22.663373","64.583516"
"03/01/2004","2004","March","Butane","British Columbia","Total","Railway","21303.000000","133991.609400","4839270.400000","3643050.888140","22.716379","64.734565"
"03/01/2004","2004","March","Butane","British Columbia","Total","Total","21303.000000","133991.609400","4839270.400000","3643050.888140","22.716379","64.734565"
"03/01/2004","2004","March","Butane","Manitoba","PADD I","Total","718.000000","4516.076400","168730.000000","127021.622170","23.500000","66.967636"
"03/01/2004","2004","March","Butane","Manitoba","PADD I","Railway","718.000000","4516.076400","168730.000000","127021.622170","23.500000","66.967636"
"03/01/2004","2004","March","Butane","Manitoba","PADD II","Railway","6161.000000","38751.457800","1542597.000000","1161282.364150","25.038094","71.350724"
"03/01/2004","2004","March","Butane","Manitoba","PADD II","Pipeline","1097.000000","6899.910600","309354.000000","232884.768010","28.200000","80.361165"
"03/01/2004","2004","March","Butane","Manitoba","PADD II","Total","7258.000000","45651.368400","1851951.000000","1394167.132160","25.515996","72.712594"
"03/01/2004","2004","March","Butane","Manitoba","PADD IV","Railway","2724.000000","17133.415200","724476.000000","545392.738370","26.596035","75.790367"
"03/01/2004","2004","March","Butane","Manitoba","PADD IV","Total","2724.000000","17133.415200","724476.000000","545392.738370","26.596035","75.790367"
"03/01/2004","2004","March","Butane","Manitoba","PADD V","Total","1773.000000","11151.815400","484385.000000","364649.845650","27.320078","77.853667"
"03/01/2004","2004","March","Butane","Manitoba","PADD V","Railway","1773.000000","11151.815400","484385.000000","364649.845650","27.320078","77.853667"
"03/01/2004","2004","March","Butane","Manitoba","Total","Railway","11376.000000","71552.764800","2920188.000000","2198346.570340","25.669725","73.150675"
"03/01/2004","2004","March","Butane","Manitoba","Total","Total","12473.000000","78452.675400","3229542.000000","2431231.338350","25.892263","73.784839"
"03/01/2004","2004","March","Butane","Manitoba","Total","Pipeline","1097.000000","6899.910600","309354.000000","232884.768010","28.200000","80.361165"
"03/01/2004","2004","March","Butane","Ontario","PADD I","Railway","47408.000000","298186.838400","12181293.900000","9170199.202180","25.694595","73.221549"
"03/01/2004","2004","March","Butane","Ontario","PADD I","Total","47408.000000","298186.838400","12181293.900000","9170199.202180","25.694595","73.221549"
"03/01/2004","2004","March","Butane","Ontario","PADD II","Pipeline","13162.000000","82786.347600","3211709.300000","2417806.704480","24.401377","69.536280"
"03/01/2004","2004","March","Butane","Ontario","PADD II","Railway","29584.000000","186077.443200","7648860.500000","5758138.259390","25.854720","73.677852"
"03/01/2004","2004","March","Butane","Ontario","PADD II","Truck","135.000000","849.123000","33958.700000","25564.447100","25.154592","71.682708"
"03/01/2004","2004","March","Butane","Ontario","PADD II","Total","42881.000000","269712.913800","10894528.500000","8201509.410970","25.406423","72.400348"
"03/01/2004","2004","March","Butane","Ontario","PADD III","Railway","1310.000000","8239.638000","351080.000000","264296.515810","26.800000","76.371603"
"03/01/2004","2004","March","Butane","Ontario","PADD III","Total","1310.000000","8239.638000","351080.000000","264296.515810","26.800000","76.371603"
"03/01/2004","2004","March","Butane","Ontario","PADD V","Total","1449.000000","9113.920200","484400.700000","364661.664770","33.430000","95.265027"
"03/01/2004","2004","March","Butane","Ontario","PADD V","Railway","1449.000000","9113.920200","484400.700000","364661.664770","33.430000","95.265027"
"03/01/2004","2004","March","Butane","Ontario","Total","Pipeline","13162.000000","82786.347600","3211709.300000","2417806.704480","24.401377","69.536280"
"03/01/2004","2004","March","Butane","Ontario","Total","Total","93048.000000","585253.310400","23911303.100000","18000666.793730","25.697815","73.230721"
"03/01/2004","2004","March","Butane","Ontario","Total","Railway","79751.000000","501617.839800","20665635.100000","15557295.642150","25.912697","73.843070"
"03/01/2004","2004","March","Butane","Ontario","Total","Truck","135.000000","849.123000","33958.700000","25564.447100","25.154592","71.682708"
"03/01/2004","2004","March","Butane","Québec","PADD I","Total","721.000000","4534.945800","190560.300000","143455.689130","26.430000","75.317218"
"03/01/2004","2004","March","Butane","Québec","PADD I","Railway","721.000000","4534.945800","190560.300000","143455.689130","26.430000","75.317218"
"03/01/2004","2004","March","Butane","Québec","Total","Total","721.000000","4534.945800","190560.300000","143455.689130","26.430000","75.317218"
"03/01/2004","2004","March","Butane","Québec","Total","Railway","721.000000","4534.945800","190560.300000","143455.689130","26.430000","75.317218"
"03/01/2004","2004","March","Butane","Saskatchewan","PADD II","Railway","4065.000000","25568.037000","1013020.000000","762611.531420","24.920541","71.015736"
"03/01/2004","2004","March","Butane","Saskatchewan","PADD II","Total","4065.000000","25568.037000","1013020.000000","762611.531420","24.920541","71.015736"
"03/01/2004","2004","March","Butane","Saskatchewan","Total","Railway","4065.000000","25568.037000","1013020.000000","762611.531420","24.920541","71.015736"
"03/01/2004","2004","March","Butane","Saskatchewan","Total","Total","4065.000000","25568.037000","1013020.000000","762611.531420","24.920541","71.015736"
"03/01/2004","2004","March","Butane","Total","PADD I","Railway","48847.000000","307237.860600","12540584.200000","9440676.513480","25.673192","73.160555"
"03/01/2004","2004","March","Butane","Total","PADD I","Total","48847.000000","307237.860600","12540584.200000","9440676.513480","25.673192","73.160555"
"03/01/2004","2004","March","Butane","Total","PADD II","Pipeline","14259.000000","89686.258200","3521063.300000","2650691.472490","24.693620","70.369079"
"03/01/2004","2004","March","Butane","Total","PADD II","Railway","50165.000000","315527.817000","12771435.300000","9614463.517580","25.458856","72.549765"
"03/01/2004","2004","March","Butane","Total","PADD II","Truck","135.000000","849.123000","33958.700000","25564.447100","25.154592","71.682708"
"03/01/2004","2004","March","Butane","Total","PADD II","Total","64559.000000","406063.198200","16326457.300000","12290719.437170","25.289204","72.066309"
"03/01/2004","2004","March","Butane","Total","PADD III","Railway","1310.000000","8239.638000","351080.000000","264296.515810","26.800000","76.371603"
"03/01/2004","2004","March","Butane","Total","PADD III","Total","1310.000000","8239.638000","351080.000000","264296.515810","26.800000","76.371603"
"03/01/2004","2004","March","Butane","Total","PADD IV","Total","9448.000000","59426.030400","2653633.700000","1997681.842180","28.086724","80.038365"
"03/01/2004","2004","March","Butane","Total","PADD IV","Truck","347.000000","2182.560600","82239.000000","61910.337140","23.700000","67.537574"
"03/01/2004","2004","March","Butane","Total","PADD IV","Railway","3803.000000","23920.109400","1029676.700000","775150.860820","27.075379","77.156351"
"03/01/2004","2004","March","Butane","Total","PADD IV","Pipeline","5298.000000","33323.360400","1541718.000000","1160620.644220","29.100000","82.925883"
"03/01/2004","2004","March","Butane","Total","PADD V","Total","26452.000000","166377.789600","6193159.100000","4662271.767170","23.412819","66.719201"
"03/01/2004","2004","March","Butane","Total","PADD V","Railway","26452.000000","166377.789600","6193159.100000","4662271.767170","23.412819","66.719201"
"03/01/2004","2004","March","Butane","Total","Total","Total","150616.000000","947344.516800","38064914.300000","28655646.075810","25.272822","72.019627"
"03/01/2004","2004","March","Butane","Total","Total","Pipeline","19557.000000","123009.618600","5062781.300000","3811312.116710","25.887310","73.770723"
"03/01/2004","2004","March","Butane","Total","Total","Truck","482.000000","3031.683600","116197.700000","87474.784240","24.107406","68.698556"
"03/01/2004","2004","March","Butane","Total","Total","Railway","130577.000000","821303.214600","32885935.300000","24756859.174860","25.185090","71.769617"
"03/01/2004","2004","March","Propane","Alberta","PADD I","Railway","9003.000000","56627.069400","1804261.400000","1358265.926950","20.040668","57.109626"
"03/01/2004","2004","March","Propane","Alberta","PADD I","Total","9003.000000","56627.069400","1804261.400000","1358265.926950","20.040668","57.109626"
"03/01/2004","2004","March","Propane","Alberta","PADD II","Total","14083.000000","88579.253400","2563262.200000","1929649.278090","18.201109","51.867456"
"03/01/2004","2004","March","Propane","Alberta","PADD II","Railway","14083.000000","88579.253400","2563262.200000","1929649.278090","18.201109","51.867456"
"03/01/2004","2004","March","Propane","Alberta","PADD IV","Railway","4562.000000","28694.067600","858901.700000","646589.742280","18.827306","53.651924"
"03/01/2004","2004","March","Propane","Alberta","PADD IV","Truck","10824.000000","68080.795200","2010124.200000","1513241.490250","18.570992","52.921508"
"03/01/2004","2004","March","Propane","Alberta","PADD IV","Total","15386.000000","96774.862800","2869025.900000","2159831.232530","18.646990","53.138079"
"03/01/2004","2004","March","Propane","Alberta","PADD V","Total","59397.000000","373595.250600","11466403.800000","8632022.824450","19.304685","55.012302"
"03/01/2004","2004","March","Propane","Alberta","PADD V","Railway","58207.000000","366110.388600","11242880.300000","8463752.110550","19.315340","55.042669"
"03/01/2004","2004","March","Propane","Alberta","PADD V","Truck","1190.000000","7484.862000","223523.500000","168270.713900","18.783487","53.527055"
"03/01/2004","2004","March","Propane","Alberta","Total","Total","97869.000000","615576.436200","18702953.300000","14079769.262020","19.110191","54.458059"
"03/01/2004","2004","March","Propane","Alberta","Total","Railway","85855.000000","540010.779000","16469305.600000","12398257.057870","19.182698","54.664681"
"03/01/2004","2004","March","Propane","Alberta","Total","Truck","12014.000000","75565.657200","2233647.700000","1681512.204150","18.592040","52.981488"
"03/01/2004","2004","March","Propane","British Columbia","PADD IV","Truck","1792.000000","11271.321600","300968.800000","226572.306050","16.795133","47.860868"
"03/01/2004","2004","March","Propane","British Columbia","PADD IV","Total","1792.000000","11271.321600","300968.800000","226572.306050","16.795133","47.860868"
"03/01/2004","2004","March","Propane","British Columbia","PADD V","Truck","1168.000000","7346.486400","233258.400000","175599.243470","19.970753","56.910389"
"03/01/2004","2004","March","Propane","British Columbia","PADD V","Railway","27116.000000","170554.216800","4809875.200000","3620921.889190","17.738144","50.548153"
"03/01/2004","2004","March","Propane","British Columbia","PADD V","Total","28284.000000","177900.703200","5043133.600000","3796521.132660","17.830340","50.810883"
"03/01/2004","2004","March","Propane","British Columbia","Total","Total","30076.000000","189172.024800","5344102.400000","4023093.438710","17.768660","50.635115"
"03/01/2004","2004","March","Propane","British Columbia","Total","Railway","27116.000000","170554.216800","4809875.200000","3620921.889190","17.738144","50.548153"
"03/01/2004","2004","March","Propane","British Columbia","Total","Truck","2960.000000","18617.808000","534227.200000","402171.549520","18.048216","51.431760"
"03/01/2004","2004","March","Propane","Manitoba","PADD II","Total","57217.000000","359883.486600","12497954.900000","9408584.752440","21.843079","62.245933"
"03/01/2004","2004","March","Propane","Manitoba","PADD II","Pipeline","25288.000000","159056.462400","6529448.400000","4915433.696960","25.820343","73.579890"
"03/01/2004","2004","March","Propane","Manitoba","PADD II","Truck","6123.000000","38512.445400","1224497.100000","921813.595620","19.998319","56.988943"
"03/01/2004","2004","March","Propane","Manitoba","PADD II","Railway","25806.000000","162314.578800","4744009.400000","3571337.459860","18.383358","52.386809"
"03/01/2004","2004","March","Propane","Manitoba","Total","Truck","6123.000000","38512.445400","1224497.100000","921813.595620","19.998319","56.988943"
"03/01/2004","2004","March","Propane","Manitoba","Total","Pipeline","25288.000000","159056.462400","6529448.400000","4915433.696960","25.820343","73.579890"
"03/01/2004","2004","March","Propane","Manitoba","Total","Railway","25806.000000","162314.578800","4744009.400000","3571337.459860","18.383358","52.386809"
"03/01/2004","2004","March","Propane","Manitoba","Total","Total","57217.000000","359883.486600","12497954.900000","9408584.752440","21.843079","62.245933"
"03/01/2004","2004","March","Propane","New Brunswick","PADD I","Railway","3616.000000","22743.916800","983913.600000","740699.944010","27.210000","77.539975"
"03/01/2004","2004","March","Propane","New Brunswick","PADD I","Truck","1738.000000","10931.672400","404954.000000","304853.398840","23.300000","66.397699"
"03/01/2004","2004","March","Propane","New Brunswick","PADD I","Total","5354.000000","33675.589200","1388867.600000","1045553.342850","25.940747","73.923002"
"03/01/2004","2004","March","Propane","New Brunswick","Total","Railway","3616.000000","22743.916800","983913.600000","740699.944010","27.210000","77.539975"
"03/01/2004","2004","March","Propane","New Brunswick","Total","Truck","1738.000000","10931.672400","404954.000000","304853.398840","23.300000","66.397699"
"03/01/2004","2004","March","Propane","New Brunswick","Total","Total","5354.000000","33675.589200","1388867.600000","1045553.342850","25.940747","73.923002"
"03/01/2004","2004","March","Propane","Nova Scotia","PADD I","Railway","1582.000000","9950.463600","376569.000000","283484.888510","23.803350","67.832089"
"03/01/2004","2004","March","Propane","Nova Scotia","PADD I","Total","1582.000000","9950.463600","376569.000000","283484.888510","23.803350","67.832089"
"03/01/2004","2004","March","Propane","Nova Scotia","Total","Railway","1582.000000","9950.463600","376569.000000","283484.888510","23.803350","67.832089"
"03/01/2004","2004","March","Propane","Nova Scotia","Total","Total","1582.000000","9950.463600","376569.000000","283484.888510","23.803350","67.832089"
